date,type,category,description,amount,memo
2024-11-02,지출,문화/여가,게임 아이템,-17972,카드결제
2024-11-03,지출,식비,일식당,-31316,
2024-11-03,지출,교통,KTX,-43198,메모_2752
2024-11-03,지출,식비,마트,-25042,
2024-11-05,지출,저축/투자,적금 납입,-975994,메모_252
2024-11-05,지출,식비,마트,-47394,카드결제
2024-11-06,수입,기타수입,중고 판매,153673,현금
2024-11-06,수입,급여,이자 수입,3038049,메모_4191
2024-11-09,수입,기타수입,중고 판매,270113,메모_349
2024-11-10,지출,통신,케이블TV,-66500,카드결제
2024-11-10,지출,여행,여행 경비,-1432276,
2024-11-11,지출,식비,마트,-54764,
2024-11-11,수입,급여,보너스,2996997,
2024-11-11,수입,기타수입,중고 판매,138451,
2024-11-11,지출,문화/여가,스포츠센터,-18033,
2024-11-11,지출,교통,택시,-66265,카드결제
2024-11-12,지출,교육,자격증 시험,-148242,
2024-11-12,수입,급여,이자 수입,2958060,현금
2024-11-12,지출,식비,중식당,-6906,현금
2024-11-12,지출,통신,케이블TV,-28286,
2024-11-12,수입,기타수입,중고 판매,33077,현금
2024-11-13,지출,저축/투자,주식 매수,-206206,
2024-11-13,지출,교통,주유비,-12100,
2024-11-13,지출,교통,KTX,-145840,카드결제
2024-11-13,수입,기타수입,환급금,281363,
2024-11-14,지출,문화/여가,도서 구입,-104881,메모_725
2024-11-14,지출,쇼핑,신발 구입,-275467,메모_4199
2024-11-15,수입,기타수입,환급금,290039,메모_3392
2024-11-15,수입,급여,이자 수입,2798301,
2024-11-16,지출,주거,수도세,-56215,메모_3128
2024-11-17,지출,여행,여행 경비,-1207552,
2024-11-17,지출,문화/여가,공연 티켓,-5378,카드결제
2024-11-18,지출,통신,인터넷 요금,-49067,
2024-11-18,지출,주거,가스비,-124306,
2024-11-20,지출,쇼핑,화장품,-173152,카드결제
2024-11-20,수입,기타수입,중고 판매,127977,
2024-11-21,수입,기타수입,중고 판매,373984,
2024-11-22,지출,주거,가스비,-76903,
2024-11-22,수입,급여,프리랜서 수입,3511834,
2024-11-22,지출,저축/투자,적금 납입,-702566,
2024-11-23,수입,급여,월급,3473218,카드결제
2024-11-23,지출,의료,한의원,-45406,
2024-11-23,지출,쇼핑,화장품,-266573,
2024-11-24,지출,교육,온라인 강의,-382695,현금
2024-11-25,지출,교통,주유비,-62254,
2024-11-25,지출,식비,카페,-69082,
2024-11-25,수입,기타수입,중고 판매,482401,
2024-11-26,지출,여행,숙박비,-897124,카드결제
2024-11-27,지출,식비,카페,-65126,카드결제
2024-11-27,수입,급여,프리랜서 수입,4506505,
2024-11-28,수입,급여,프리랜서 수입,4026298,
2024-11-28,지출,문화/여가,도서 구입,-9679,
2024-11-28,지출,식비,배달음식,-63343,현금
2024-11-29,수입,급여,보너스,4479044,현금
2024-11-30,지출,주거,관리비,-299469,현금
2024-12-01,지출,통신,인터넷 요금,-32147,카드결제
2024-12-01,지출,여행,여행 경비,-523550,
2024-12-02,지출,주거,수도세,-47763,
2024-12-02,지출,저축/투자,펀드 투자,-232798,
2024-12-03,수입,급여,보너스,4313422,현금
2024-12-03,지출,주거,인터넷 설치,-230394,카드결제
2024-12-03,지출,쇼핑,화장품,-145509,카드결제
2024-12-04,수입,기타수입,환급금,370638,메모_763
2024-12-04,지출,쇼핑,가전제품,-401690,
2024-12-05,지출,주거,가스비,-43329,현금
2024-12-05,수입,기타수입,중고 판매,102038,메모_2980
2024-12-06,지출,의료,치과,-171202,메모_3785
2024-12-06,지출,여행,항공권,-875144,
2024-12-07,지출,문화/여가,OTT 구독,-32637,현금
2024-12-07,지출,쇼핑,화장품,-218605,
2024-12-08,지출,교육,학원비,-169787,메모_1843
2024-12-09,지출,식비,배달음식,-51792,메모_4783
2024-12-10,지출,주거,관리비,-252783,카드결제
2024-12-11,지출,교통,주유비,-13939,현금
2024-12-12,지출,주거,전기세,-136073,현금
2024-12-12,지출,의료,약국,-198468,
2024-12-12,지출,문화/여가,OTT 구독,-35838,메모_2915
2024-12-12,지출,저축/투자,펀드 투자,-731651,
2024-12-15,지출,의료,한의원,-86134,현금
2024-12-15,수입,기타수입,용돈,456851,메모_3793
2024-12-15,지출,식비,카페,-24176,
2024-12-15,지출,식비,분식집,-10760,카드결제
2024-12-16,지출,교통,지하철,-130381,
2024-12-16,지출,여행,여행 경비,-268101,
2024-12-16,지출,교통,주유비,-80592,
2024-12-17,수입,급여,보너스,2921381,
2024-12-17,지출,주거,관리비,-229314,카드결제
2024-12-17,수입,급여,월급,2806953,
2024-12-18,지출,저축/투자,주식 매수,-249338,카드결제
2024-12-18,수입,급여,이자 수입,3778143,카드결제
2024-12-18,지출,식비,저녁외식,-25709,카드결제
2024-12-19,지출,쇼핑,온라인쇼핑,-151253,메모_411
2024-12-19,지출,교통,주차비,-44914,
2024-12-21,지출,저축/투자,주식 매수,-258334,카드결제
2024-12-22,지출,식비,카페,-64823,메모_3823
2024-12-23,지출,문화/여가,영화관,-85775,
2024-12-23,지출,여행,항공권,-972379,
2024-12-23,수입,급여,프리랜서 수입,4173834,
2024-12-24,지출,여행,숙박비,-630030,현금
2024-12-24,지출,여행,숙박비,-1372666,메모_1226
2024-12-24,지출,의료,한의원,-114642,
2024-12-26,지출,문화/여가,음악 스트리밍,-80668,메모_3369
2024-12-26,수입,급여,월급,4432082,
2024-12-26,지출,의료,안과,-193873,카드결제
2024-12-26,지출,문화/여가,영화관,-95887,카드결제
2024-12-27,지출,쇼핑,화장품,-402112,카드결제
2024-12-28,수입,기타수입,환급금,360140,현금
2024-12-28,수입,기타수입,환급금,20290,카드결제
2024-12-28,지출,식비,배달음식,-51549,
2024-12-28,지출,교통,지하철,-2849,현금
2024-12-28,지출,의료,약국,-111691,현금
2024-12-29,수입,기타수입,용돈,150760,카드결제
2024-12-29,수입,기타수입,중고 판매,379459,메모_3247
2024-12-30,지출,통신,휴대폰 요금,-105397,
2024-12-30,지출,식비,배달음식,-20046,
2024-12-31,수입,급여,프리랜서 수입,3530896,메모_351
2024-12-31,지출,통신,휴대폰 요금,-63559,현금
2024-12-31,지출,의료,치과,-53271,메모_2150
2025-01-01,지출,저축/투자,주식 매수,-349449,메모_80
2025-01-01,지출,통신,케이블TV,-61779,
2025-01-01,지출,교육,온라인 강의,-513742,현금
2025-01-02,지출,교통,지하철,-17408,메모_1272
2025-01-02,지출,주거,인터넷 설치,-175586,현금
2025-01-02,지출,문화/여가,게임 아이템,-35424,
2025-01-03,지출,쇼핑,화장품,-50948,
2025-01-03,지출,의료,치과,-69144,현금
2025-01-04,지출,주거,가스비,-163043,
2025-01-05,지출,쇼핑,가전제품,-332359,
2025-01-05,지출,교육,학원비,-68632,메모_486
2025-01-05,지출,주거,전기세,-90722,메모_1919
2025-01-05,수입,급여,월급,4291778,현금
2025-01-06,수입,급여,프리랜서 수입,2645386,카드결제
2025-01-06,수입,급여,프리랜서 수입,2567346,
2025-01-06,지출,교육,학원비,-325003,
2025-01-07,지출,저축/투자,적금 납입,-968156,카드결제
2025-01-07,지출,의료,약국,-146366,
2025-01-08,지출,통신,휴대폰 요금,-38285,카드결제
2025-01-09,지출,여행,숙박비,-688393,메모_4271
2025-01-09,지출,주거,수도세,-281886,메모_4882
2025-01-10,수입,급여,이자 수입,3640266,
2025-01-10,지출,식비,한식당,-48561,현금
2025-01-10,지출,주거,관리비,-240388,
2025-01-12,지출,의료,한의원,-136968,현금
2025-01-12,지출,교통,지하철,-126268,카드결제
2025-01-12,지출,통신,인터넷 요금,-51756,
2025-01-13,지출,문화/여가,공연 티켓,-32772,
2025-01-13,수입,기타수입,중고 판매,433194,
2025-01-14,지출,통신,인터넷 요금,-21157,
2025-01-15,지출,주거,수도세,-175638,메모_4227
2025-01-15,지출,저축/투자,적금 납입,-901334,
2025-01-16,수입,급여,이자 수입,3848580,카드결제
2025-01-18,지출,문화/여가,영화관,-116963,
2025-01-18,지출,문화/여가,게임 아이템,-85024,
2025-01-18,지출,여행,숙박비,-1460908,
2025-01-19,지출,쇼핑,가전제품,-299951,메모_216
2025-01-19,지출,저축/투자,적금 납입,-578689,메모_496
2025-01-19,지출,통신,휴대폰 요금,-61803,
2025-01-20,지출,쇼핑,신발 구입,-431975,
2025-01-20,지출,저축/투자,펀드 투자,-973708,메모_3444
2025-01-20,지출,주거,가스비,-294469,카드결제
2025-01-21,지출,주거,가스비,-115990,메모_3550
2025-01-24,지출,여행,항공권,-1060255,현금
2025-01-24,수입,기타수입,환급금,17543,카드결제
2025-01-25,수입,기타수입,용돈,123319,
2025-01-25,지출,교육,자격증 시험,-589926,현금
2025-01-25,지출,교통,주차비,-18141,현금
2025-01-26,지출,주거,수도세,-273016,
2025-01-27,지출,교통,버스,-133810,메모_2209
2025-01-28,지출,저축/투자,적금 납입,-565895,
2025-01-28,지출,쇼핑,신발 구입,-189112,메모_1247
2025-01-28,지출,쇼핑,가전제품,-319943,
2025-01-28,지출,문화/여가,도서 구입,-106472,
2025-01-29,지출,저축/투자,주식 매수,-608731,카드결제
2025-01-29,지출,문화/여가,게임 아이템,-83829,현금
2025-01-30,수입,기타수입,중고 판매,81674,
2025-01-31,지출,통신,케이블TV,-114600,
2025-01-31,지출,쇼핑,옷 구입,-308411,메모_4200
2025-02-01,지출,의료,병원 진료,-192748,카드결제
2025-02-01,지출,교육,교재 구입,-304282,현금
2025-02-02,지출,교통,택시,-111240,카드결제
2025-02-03,수입,급여,보너스,4580084,
2025-02-04,지출,쇼핑,생활용품,-468875,
2025-02-05,수입,급여,보너스,3595164,메모_611
2025-02-05,지출,주거,관리비,-251489,
2025-02-05,수입,기타수입,환급금,421074,
2025-02-06,지출,교육,교재 구입,-327950,
2025-02-06,지출,교육,학원비,-345398,
2025-02-07,지출,식비,분식집,-65206,
2025-02-07,지출,통신,휴대폰 요금,-36803,
2025-02-08,수입,급여,보너스,3566561,카드결제
2025-02-09,지출,의료,약국,-31200,
2025-02-09,지출,여행,숙박비,-649294,
2025-02-09,수입,급여,프리랜서 수입,3425502,
2025-02-10,지출,저축/투자,펀드 투자,-525354,
2025-02-11,지출,쇼핑,신발 구입,-356506,카드결제
2025-02-11,지출,여행,항공권,-719808,카드결제
2025-02-11,지출,통신,휴대폰 요금,-82906,현금
2025-02-11,지출,저축/투자,펀드 투자,-754001,현금
2025-02-12,지출,쇼핑,신발 구입,-379431,
2025-02-12,지출,주거,가스비,-239365,
2025-02-12,지출,쇼핑,가전제품,-19392,카드결제
2025-02-13,수입,기타수입,환급금,148477,
2025-02-13,지출,의료,약국,-150639,메모_4607
2025-02-14,수입,기타수입,중고 판매,390224,
2025-02-14,지출,교통,KTX,-37667,
2025-02-15,지출,주거,인터넷 설치,-73177,메모_3995
2025-02-17,수입,기타수입,용돈,113030,현금
2025-02-18,지출,문화/여가,OTT 구독,-96556,
2025-02-18,지출,쇼핑,가전제품,-428627,카드결제
2025-02-18,지출,교육,교재 구입,-228988,메모_3643
2025-02-19,수입,급여,이자 수입,4964472,
2025-02-19,지출,쇼핑,옷 구입,-299026,
2025-02-20,지출,문화/여가,스포츠센터,-48800,
2025-02-21,지출,주거,인터넷 설치,-181979,카드결제
2025-02-22,지출,문화/여가,게임 아이템,-6846,
2025-02-22,지출,저축/투자,적금 납입,-953896,메모_615
2025-02-22,지출,의료,병원 진료,-113371,
2025-02-22,지출,쇼핑,옷 구입,-52429,카드결제
2025-02-23,지출,의료,병원 진료,-83636,현금
2025-02-23,지출,교육,자격증 시험,-366822,카드결제
2025-02-23,지출,저축/투자,적금 납입,-519865,메모_485
2025-02-23,수입,급여,보너스,2949112,
2025-02-23,지출,문화/여가,OTT 구독,-38387,
2025-02-23,지출,주거,전기세,-56115,카드결제
2025-02-24,지출,문화/여가,OTT 구독,-29754,메모_1563
2025-02-24,수입,기타수입,중고 판매,176258,메모_4435
2025-02-25,수입,기타수입,용돈,333379,
2025-02-25,지출,주거,가스비,-247835,메모_4327
2025-02-25,지출,식비,한식당,-34460,메모_4913
2025-02-26,지출,여행,숙박비,-1016007,
2025-02-27,수입,기타수입,환급금,56205,
2025-02-28,지출,문화/여가,영화관,-12012,카드결제
2025-02-28,지출,교통,주차비,-139050,카드결제
2025-03-01,수입,급여,보너스,4107109,현금
2025-03-01,지출,교육,학원비,-169441,
2025-03-02,지출,교육,교재 구입,-206219,
2025-03-02,지출,교육,자격증 시험,-318463,현금
2025-03-02,지출,식비,중식당,-65421,메모_1729
2025-03-02,지출,교육,자격증 시험,-464205,카드결제
2025-03-02,지출,교육,온라인 강의,-286585,
2025-03-02,지출,통신,휴대폰 요금,-64260,
2025-03-03,지출,통신,케이블TV,-81097,
2025-03-04,지출,교통,주차비,-77692,
2025-03-04,지출,통신,휴대폰 요금,-100364,현금
2025-03-04,수입,기타수입,환급금,412622,카드결제
2025-03-04,지출,여행,여행 경비,-1263515,현금
2025-03-04,지출,여행,숙박비,-1132786,카드결제
2025-03-06,수입,기타수입,중고 판매,342716,
2025-03-06,지출,의료,안과,-11061,
2025-03-07,지출,쇼핑,옷 구입,-51789,
2025-03-08,지출,주거,관리비,-194579,
2025-03-10,지출,문화/여가,음악 스트리밍,-115481,
2025-03-11,수입,기타수입,용돈,228370,카드결제
2025-03-11,지출,교통,버스,-118210,
2025-03-11,지출,교통,버스,-62204,현금
2025-03-11,지출,의료,안과,-36435,
2025-03-12,지출,쇼핑,생활용품,-190492,
2025-03-13,지출,문화/여가,OTT 구독,-69922,현금
2025-03-13,지출,주거,가스비,-199648,
2025-03-13,지출,교육,교재 구입,-359619,
2025-03-14,수입,급여,월급,4066909,카드결제
2025-03-15,지출,교육,온라인 강의,-254915,
2025-03-15,지출,식비,중식당,-24177,카드결제
2025-03-16,지출,식비,분식집,-12266,현금
2025-03-16,지출,쇼핑,온라인쇼핑,-285500,메모_1306
2025-03-16,지출,교통,주유비,-23139,현금
2025-03-16,지출,식비,마트,-44793,
2025-03-17,지출,문화/여가,공연 티켓,-101712,메모_2394
2025-03-17,지출,식비,중식당,-19728,
2025-03-18,수입,기타수입,중고 판매,341211,
2025-03-18,지출,교통,택시,-105514,카드결제
2025-03-18,지출,저축/투자,펀드 투자,-902308,
2025-03-18,지출,의료,치과,-19517,메모_3777
2025-03-18,지출,통신,휴대폰 요금,-115601,카드결제
2025-03-19,지출,문화/여가,게임 아이템,-63547,메모_2422
2025-03-21,지출,의료,한의원,-42675,
2025-03-22,지출,여행,숙박비,-1293114,
2025-03-22,지출,교육,학원비,-345061,
2025-03-23,지출,쇼핑,화장품,-77284,현금
2025-03-25,지출,쇼핑,신발 구입,-472623,메모_2594
2025-03-26,수입,기타수입,용돈,422292,카드결제
2025-03-26,수입,기타수입,환급금,162901,메모_4314
2025-03-26,지출,쇼핑,옷 구입,-122017,
2025-03-27,수입,급여,프리랜서 수입,4683461,
2025-03-27,지출,주거,가스비,-170804,
2025-03-27,지출,교통,KTX,-21229,카드결제
2025-03-28,수입,기타수입,환급금,297595,
2025-03-28,지출,교육,자격증 시험,-92773,
2025-03-28,지출,교통,주차비,-28399,카드결제
2025-03-28,지출,교육,학원비,-229860,
2025-03-29,지출,여행,숙박비,-1388536,카드결제
2025-03-29,지출,쇼핑,화장품,-456697,카드결제
2025-03-29,지출,저축/투자,적금 납입,-663350,카드결제
2025-03-29,지출,통신,휴대폰 요금,-24895,현금
2025-03-29,지출,의료,안과,-24774,현금
2025-03-30,지출,주거,관리비,-208117,메모_4745
2025-04-02,지출,통신,케이블TV,-109715,현금
2025-04-02,지출,통신,케이블TV,-114764,메모_1169
2025-04-03,지출,문화/여가,게임 아이템,-36835,현금
2025-04-04,수입,기타수입,용돈,312536,카드결제
2025-04-04,지출,의료,치과,-22328,
2025-04-05,지출,쇼핑,생활용품,-230733,
2025-04-07,지출,통신,휴대폰 요금,-110434,
2025-04-08,지출,문화/여가,영화관,-118961,메모_1884
2025-04-08,지출,주거,가스비,-101967,
2025-04-08,수입,급여,월급,4398490,
2025-04-09,지출,주거,수도세,-225717,현금
2025-04-09,지출,식비,분식집,-38426,
2025-04-11,지출,저축/투자,적금 납입,-118024,카드결제
2025-04-13,지출,교육,학원비,-363337,카드결제
2025-04-13,지출,문화/여가,도서 구입,-73945,
2025-04-13,지출,여행,숙박비,-1377056,
2025-04-16,지출,통신,휴대폰 요금,-99891,카드결제
2025-04-17,지출,쇼핑,온라인쇼핑,-496056,현금
2025-04-17,지출,교육,학원비,-423825,메모_3835
2025-04-18,수입,기타수입,환급금,216059,현금
2025-04-19,지출,식비,저녁외식,-77352,
2025-04-19,지출,교육,교재 구입,-126176,
2025-04-19,지출,여행,숙박비,-899536,카드결제
2025-04-20,지출,문화/여가,영화관,-105550,카드결제
2025-04-20,수입,기타수입,환급금,276797,
2025-04-21,지출,쇼핑,가전제품,-385344,
2025-04-21,지출,주거,전기세,-174067,
2025-04-21,지출,통신,휴대폰 요금,-23242,메모_4303
2025-04-22,수입,급여,이자 수입,4120011,메모_1767
2025-04-22,지출,여행,여행 경비,-236933,메모_2720
2025-04-22,지출,문화/여가,도서 구입,-115378,메모_3082
2025-04-22,지출,교통,주유비,-43349,
2025-04-23,지출,여행,항공권,-865170,
2025-04-24,지출,의료,약국,-140178,메모_2791
2025-04-24,지출,교통,택시,-146552,메모_3588
2025-04-25,수입,급여,이자 수입,4870752,
2025-04-25,지출,식비,카페,-64804,
2025-04-26,수입,급여,월급,3175164,
2025-04-26,지출,문화/여가,스포츠센터,-25973,카드결제
2025-04-26,지출,주거,수도세,-73939,카드결제
2025-04-27,지출,쇼핑,옷 구입,-105939,
2025-04-27,지출,식비,일식당,-32762,카드결제
2025-04-27,지출,문화/여가,음악 스트리밍,-60884,메모_3417
2025-04-28,지출,의료,치과,-129849,
2025-04-28,지출,쇼핑,화장품,-382127,메모_4615
2025-04-29,지출,식비,분식집,-37865,메모_3054
2025-04-30,지출,통신,케이블TV,-22762,카드결제
2025-04-30,지출,교통,고속도로 통행료,-33185,카드결제
2025-05-01,수입,기타수입,중고 판매,50783,
2025-05-01,수입,급여,월급,4919545,
2025-05-02,지출,의료,치과,-80299,
2025-05-02,수입,기타수입,환급금,275979,
2025-05-03,지출,의료,치과,-42509,카드결제
2025-05-04,지출,교육,학원비,-384400,
2025-05-04,지출,교육,온라인 강의,-90141,메모_1636
2025-05-04,지출,여행,여행 경비,-814619,
2025-05-05,지출,의료,치과,-155395,
2025-05-05,지출,식비,분식집,-25745,카드결제
2025-05-05,지출,쇼핑,신발 구입,-72623,
2025-05-06,지출,문화/여가,스포츠센터,-61863,카드결제
2025-05-07,지출,식비,카페,-41026,
2025-05-07,지출,의료,한의원,-155895,현금
2025-05-08,지출,교육,교재 구입,-121046,
2025-05-08,수입,급여,프리랜서 수입,2576169,
2025-05-08,수입,기타수입,용돈,337303,
2025-05-11,지출,문화/여가,게임 아이템,-7357,카드결제
2025-05-11,지출,의료,약국,-92896,
2025-05-12,지출,문화/여가,도서 구입,-19818,현금
2025-05-12,지출,주거,전기세,-138254,
2025-05-12,수입,급여,프리랜서 수입,4773568,
2025-05-12,지출,교육,온라인 강의,-53616,카드결제
2025-05-13,지출,쇼핑,가전제품,-100797,카드결제
2025-05-13,지출,저축/투자,주식 매수,-963447,
2025-05-13,지출,교통,버스,-126289,
2025-05-13,지출,교육,자격증 시험,-375704,
2025-05-13,지출,교육,온라인 강의,-325414,
2025-05-16,지출,여행,여행 경비,-1162443,메모_238
2025-05-16,지출,주거,수도세,-57082,
2025-05-16,지출,통신,인터넷 요금,-70895,메모_4792
2025-05-18,수입,기타수입,용돈,34117,메모_2142
2025-05-18,수입,기타수입,환급금,183905,
2025-05-19,지출,의료,병원 진료,-10353,카드결제
2025-05-21,수입,급여,월급,4680382,현금
2025-05-21,지출,통신,인터넷 요금,-84105,카드결제
2025-05-21,지출,쇼핑,생활용품,-49524,
2025-05-22,지출,식비,마트,-4671,
2025-05-23,수입,급여,이자 수입,3728776,현금
2025-05-24,지출,의료,치과,-34456,메모_1918
2025-05-24,지출,식비,마트,-31378,메모_3861
2025-05-24,지출,저축/투자,펀드 투자,-611019,
2025-05-25,지출,의료,병원 진료,-99483,현금
2025-05-25,지출,통신,인터넷 요금,-30914,
2025-05-26,지출,교통,주차비,-92871,카드결제
2025-05-27,수입,급여,보너스,3111183,카드결제
2025-05-27,수입,기타수입,환급금,74546,카드결제
2025-05-27,수입,급여,보너스,3146456,
2025-05-28,지출,교통,고속도로 통행료,-123341,
2025-05-28,지출,식비,배달음식,-11720,카드결제
2025-05-30,지출,여행,항공권,-1445353,
2025-05-30,지출,여행,항공권,-1255667,카드결제
2025-05-31,지출,주거,인터넷 설치,-116506,메모_383
2025-05-31,수입,기타수입,용돈,105032,메모_475
2025-05-31,지출,통신,케이블TV,-58828,
2025-05-31,지출,의료,병원 진료,-154856,
2025-06-01,지출,주거,가스비,-185941,
2025-06-01,수입,급여,보너스,4926632,현금
2025-06-01,지출,의료,안과,-10833,메모_4005
2025-06-02,지출,식비,중식당,-3866,카드결제
2025-06-02,지출,쇼핑,신발 구입,-213988,카드결제
2025-06-04,수입,급여,프리랜서 수입,4793106,카드결제
2025-06-04,지출,교육,교재 구입,-239136,
2025-06-04,지출,교통,주유비,-133667,
2025-06-05,수입,급여,프리랜서 수입,3164328,
2025-06-05,수입,급여,프리랜서 수입,2771592,
2025-06-05,지출,통신,인터넷 요금,-85223,현금
2025-06-06,지출,통신,휴대폰 요금,-26202,
2025-06-06,수입,급여,보너스,4663368,현금
2025-06-06,지출,교육,온라인 강의,-92273,
2025-06-07,지출,저축/투자,적금 납입,-882527,
2025-06-08,지출,저축/투자,펀드 투자,-576797,메모_355
2025-06-08,지출,식비,일식당,-32561,
2025-06-09,지출,식비,한식당,-66572,카드결제
2025-06-10,지출,여행,항공권,-1450882,카드결제
2025-06-11,지출,주거,관리비,-251259,
2025-06-11,지출,교육,온라인 강의,-429021,
2025-06-11,지출,여행,항공권,-483292,현금
2025-06-11,지출,문화/여가,도서 구입,-83674,
2025-06-13,지출,여행,여행 경비,-1168913,
2025-06-14,지출,문화/여가,영화관,-11051,
2025-06-15,수입,급여,이자 수입,3382045,메모_1681
2025-06-15,지출,쇼핑,신발 구입,-53564,현금
2025-06-16,지출,여행,항공권,-1290835,메모_637
2025-06-17,지출,문화/여가,OTT 구독,-89613,
2025-06-17,지출,저축/투자,펀드 투자,-664585,
2025-06-17,수입,기타수입,중고 판매,87682,
2025-06-17,지출,통신,휴대폰 요금,-64123,카드결제
2025-06-17,지출,저축/투자,펀드 투자,-170486,
2025-06-17,수입,기타수입,용돈,23542,
2025-06-19,지출,교육,교재 구입,-168370,메모_832
2025-06-19,지출,교통,택시,-125984,카드결제
2025-06-19,지출,쇼핑,옷 구입,-191779,
2025-06-20,지출,통신,휴대폰 요금,-68422,
2025-06-21,지출,저축/투자,주식 매수,-444078,카드결제
2025-06-21,지출,통신,인터넷 요금,-61408,
2025-06-22,지출,식비,한식당,-15208,현금
2025-06-22,수입,급여,프리랜서 수입,4996580,
2025-06-23,지출,주거,인터넷 설치,-233436,
2025-06-23,수입,기타수입,환급금,420809,
2025-06-24,지출,의료,안과,-23216,
2025-06-24,지출,쇼핑,옷 구입,-375143,현금
2025-06-24,지출,쇼핑,신발 구입,-351840,
2025-06-25,지출,여행,항공권,-1034244,메모_160
2025-06-25,지출,여행,항공권,-831169,
2025-06-25,지출,여행,여행 경비,-270181,현금
2025-06-25,지출,쇼핑,옷 구입,-306507,메모_3299
2025-06-26,지출,교육,온라인 강의,-567054,
2025-06-28,지출,식비,저녁외식,-51404,메모_2043
2025-06-28,지출,주거,관리비,-200066,카드결제
2025-06-30,지출,쇼핑,옷 구입,-291814,카드결제
2025-06-30,지출,교통,지하철,-130427,메모_3883
2025-06-30,지출,문화/여가,음악 스트리밍,-14604,
2025-06-30,수입,기타수입,용돈,151369,
2025-07-01,지출,식비,일식당,-33490,
2025-07-01,지출,저축/투자,적금 납입,-586405,현금
2025-07-01,수입,급여,보너스,3607542,메모_3681
2025-07-02,지출,주거,인터넷 설치,-66752,
2025-07-02,지출,여행,숙박비,-1300011,메모_1047
2025-07-02,지출,통신,휴대폰 요금,-102773,
2025-07-02,지출,문화/여가,게임 아이템,-59877,
2025-07-03,지출,쇼핑,가전제품,-12000,
2025-07-03,수입,기타수입,용돈,492961,
2025-07-03,지출,주거,수도세,-51805,
2025-07-03,지출,통신,인터넷 요금,-28772,메모_2413
2025-07-04,수입,급여,이자 수입,3866865,
2025-07-04,수입,급여,프리랜서 수입,3184434,
2025-07-06,지출,쇼핑,옷 구입,-155834,카드결제
2025-07-06,지출,주거,가스비,-204442,
2025-07-07,수입,급여,보너스,4146828,현금
2025-07-07,수입,급여,프리랜서 수입,2712141,
2025-07-08,지출,여행,항공권,-1004404,카드결제
2025-07-08,지출,쇼핑,신발 구입,-467147,카드결제
2025-07-09,수입,기타수입,중고 판매,267323,카드결제
2025-07-09,지출,주거,관리비,-65631,
2025-07-09,지출,의료,치과,-198906,현금
2025-07-10,지출,의료,병원 진료,-105827,카드결제
2025-07-10,수입,급여,월급,2715410,메모_2629
2025-07-11,수입,급여,보너스,2529928,현금
2025-07-11,지출,저축/투자,적금 납입,-257905,
2025-07-12,수입,급여,이자 수입,4017329,카드결제
2025-07-12,지출,저축/투자,펀드 투자,-649958,현금
2025-07-13,지출,교육,학원비,-171728,
2025-07-13,지출,주거,수도세,-194156,
2025-07-13,지출,통신,케이블TV,-45083,메모_4982
2025-07-14,지출,저축/투자,펀드 투자,-741505,메모_782
2025-07-15,지출,통신,케이블TV,-79892,현금
2025-07-16,지출,저축/투자,주식 매수,-846788,메모_18
2025-07-16,지출,교육,학원비,-285426,
2025-07-17,지출,주거,인터넷 설치,-138321,
2025-07-17,지출,여행,항공권,-814506,카드결제
2025-07-18,수입,기타수입,중고 판매,231078,현금
2025-07-18,지출,교육,학원비,-532167,메모_3754
2025-07-19,지출,통신,케이블TV,-64270,카드결제
2025-07-19,지출,쇼핑,온라인쇼핑,-245051,메모_1166
2025-07-19,지출,저축/투자,주식 매수,-470422,카드결제
2025-07-19,지출,통신,휴대폰 요금,-78911,
2025-07-20,지출,의료,한의원,-135962,
2025-07-20,지출,쇼핑,신발 구입,-480621,메모_1837
2025-07-20,지출,주거,관리비,-169331,현금
2025-07-20,지출,저축/투자,주식 매수,-615341,현금
2025-07-21,지출,교통,택시,-31438,카드결제
2025-07-21,지출,저축/투자,적금 납입,-66350,메모_2304
2025-07-21,지출,문화/여가,스포츠센터,-66500,현금
2025-07-21,지출,통신,휴대폰 요금,-74253,카드결제
2025-07-23,지출,여행,항공권,-1085823,
2025-07-24,지출,주거,전기세,-230889,현금
2025-07-24,지출,식비,점심식사,-74964,카드결제
2025-07-25,지출,주거,인터넷 설치,-40767,현금
2025-07-25,지출,통신,인터넷 요금,-65265,
2025-07-26,수입,기타수입,환급금,97536,
2025-07-26,수입,급여,이자 수입,3459921,
2025-07-26,지출,교육,자격증 시험,-514197,
2025-07-27,지출,의료,병원 진료,-171401,카드결제
2025-07-27,수입,급여,프리랜서 수입,4740135,
2025-07-28,지출,주거,수도세,-283935,카드결제
2025-07-28,수입,기타수입,중고 판매,231903,
2025-07-29,지출,주거,수도세,-135984,현금
2025-07-29,지출,교통,지하철,-46416,카드결제
2025-07-30,수입,기타수입,환급금,485482,메모_431
2025-07-30,지출,주거,전기세,-42959,메모_1313
2025-07-31,지출,문화/여가,도서 구입,-84876,현금
2025-07-31,지출,교통,주유비,-107811,
2025-08-01,지출,여행,숙박비,-174858,메모_2316
2025-08-01,지출,쇼핑,화장품,-369443,카드결제
2025-08-01,지출,통신,케이블TV,-39952,
2025-08-02,지출,교육,온라인 강의,-253419,현금
2025-08-03,수입,기타수입,중고 판매,375394,
2025-08-03,지출,교육,학원비,-517819,현금
